Review	Sentiment
Odličan odnos cene i kvaliteta.	1
Ukusna i obilna porcija, komotno moze da se podeli na dva obroka, zbog cega opravdava malo vecu cenu u odnosu na druge vrste brze hrane	1
Odlična pica, odlična usluga, odlična cena, i još ono čoko čudo na kraju... milina.	1
Samo najbolje o piceriji	1
Hrana odlična, dostava na vreme.	1
Pizza od metar je cista prevara, kolicinski otp ima kao jedna pizza of 50cm ,uz to je i testo extremno tanko, sam  ukus pizze je prosek  , def me vredi davati 1100 din , slika ispod	0
Evo jos jednom da ih pohvalim, jer pizza je stvarno perfektna i po mom misljenju ubedljivo najbolja na Donesi.com. Samo neka tako nastave, jer naravno i mi utiske mozemo da menjamo. Bravo ljudi!!!	1
...u svakom pogledu!	1
Testo je stvarno odlično - pica Primavera je stigla za 20 minuta. Svaka čast.	1
Sjajna ideja za specijalizovanu dostavu samo krilaca. Svaka čast!	1
Odlicni kao i uvek!	1
Narucio hranu, zaborvio i da sam je narucio koliko im treba da je dostave. Ako bilo sta od hrane bude makar mlako kada je isporuce, ako je ikad isporuce, bice to uspeh.	0
Kao i uvek sve pohvale	1
Kao i obicno, odlicno.:)	1
cevapi su bili losijeg kvaliteta nego sto sam ocekivao, vrlo slani i dosta svinjskog mesa. cak nisam ni siguran da l je bilo junetine. krompir je dosao hladan. jedino sto je dostava bila tacna!	0
Isporuka uvek kasni.... i to pola sata... neozbiljno...	0
Jelo je stiglo hladno, sto nije ocekivano za račun od 2000 rsd za dva jela. Za ulozeni novac kvalitet je osrednji.	0
Hrana isporučena na vreme, porcije obimne... kupus salata odlično začinjena... sve pohvale!!!	1
samo da nema puno jutnetine sa mlevenim mesom inace supper	0
Veoma prosečno. Ne verujem da ću opet poručivati.	0
Narucili smo komplet lepinje sa pecenicom  dobili smo prazne zagorele lepinje - Strasno! Palacinka nista specijalno, ali bar nije zagorela.	0
krilca odlicna kao i uvek, dostava pre roka	1
Hrana ne stigla za 25 minuta, iako je pisalo da treba da se ceka 60 minuta. Preukusno, kao i uvjek ;)	1
Kao i uvek odlicne porcije! Samo tako nastavite sa kvalitetom hrane! A dostava je stigla za 20ak minuta!	1
Stvarno odlican giros, jedan od najboljih koji sam probao. Meso je odlicno, tortilja se ne raspada kao sto je obicno slucaj po drugim restoranima. :) Sve preporuke	1
Kratko i jasno - odlično! Šteta što nema više ovakvih restorana u Novom Sadu. Bravo i za brending. Matković je odradio odličan posao.	1
Male porcije, ukusi ni približno onome što bi trebali da budu. Šopska salata bez krastavaca?	0
Stigli pola sata ranije, odlicna hrana, velike porcije!	1
Stigli brzo, sve po dogovoru. Cips od skampa kao stiropor, pileca prsa odlicna. Przeni spageti sa piletinom bi bilo bolje da su imali mal vise piletine. Nije lose, sve ukupno, moze bolje :)	0
Kad je u pitanju kineska klopa, uvek ovde narucimo jer su jednostavno najbolji.	1
Brzo, toplo, savrseno	1
Najbolji roštilj u gradu!!!	1
Svaka čast, hrana je stigla za pola sata iako je rečeno da će biti za 60 minuta, brzo, ukusno, povoljno!	1
Hrana je ok, samo sto je hladna stigla.	0
Uz hranu sam naručio kineske štapiće i po drugi put umesto toga dobijem neku plastičnu kašikicu...u čemu je problem ?	0
Slano, da se nije moglo uopšte jesti! Makar je lepinja bila taze :) Kasnili pola sata... Sad nisam siguran u jedno, da li su te grčke pljeskavice standardno toliko odvratne, ili im se samo omaklo :)	0
Nije stigla slanina, stigli uglavnom cevapi i kobasica. Palacinke debljine kore drveta. Ovaj put nisam zadovoljan	0
odlican izbor hrane za svaki dan, standardne fast food stvari su super a i domaca kuhinja (musaka, corbice) je skroz dobra...	1
najbolji ste,kao i uvek!	1
Piroske jesu bile dve u pakovanju... Ali, nadeva dosta malo mnogo vise testa... Sa druge strane i to testo nije bilo uopste dobro peceno, cak bi se moglo reci da je bilo vise zivo i gnjecavo...	0
Svime smo zadovoljni. Narucili smo dva puta i ni jednim proizvodom se nismo razocarali. Hrana je oba puta stigla tacno u minut.	1
Prugna je odlicna pizza, ali je opsti utisak bio pokvaren izuzetno dugim cekanjem od preko 1.5h!	0
Porudzbina je stigla i ranije nego sto sam ocekivala. Palacinka je bila topla i puna fila. Sve preporuke.	1
Odlican ukus i brza dostava!	1
Pa to je sjajno xD	1
čudan ukus mesa ....	0
Sve bi bilo ok samo da nije toliko gorko... Što se samog mesa tiče, nisam neki ekspert za biftek ali mislim da mu je malo ubijen ukus od kuvanja...	0
Pizza stigla sa zakasnjenjem, blago mlaka, u jednom komadu, bez i jednog iseckanog parceta?! U svakom slucaju, sa ovakvom uslugom, GUBLJENJE VREMENA. Ne preporucujem.	0
zaista los sos za teletinu sa kikirikijem	0
Po ko zna koji put moram da pohvalim najbolju pizzu. Obavezno probajte!	1
Stiglo 15 minuta ranije i ne zna se da li je ukusnija lepinja, ili pljeskavica... :)	1
Nama se baš svidela klopa. :)	1
Sveže & ukusno.	1
Izuzetne pizze. Tanka kora, pečene na drvetu, odlični prilozi (italijanski delikates), nisu masne, bogato filovane. Deserti sjajni.	1
Pizza je stigla vrela, a jos je i bila odlicna. :)	1
Malo zilavo meso i ceka se 1h porudzbina.	0
Vise od ocekivanog. za prvo narucivanje zadovoljna :)	1
Pakovanje je atraktivno, cena sa dostavom previsoka, a ukus ne opravdava cenu. Junetina sa humusom kisela, kebab onako.	0
Špagete Bolonjeze su bile solidne ali sam čekao na njih oko 1h i 15min. Plastični escajg koji sam zamolio da mi se dostavi nikada nisam video...ah, da-mogli ste barem salvetu da ubacite.	0
Ovaj tuna je fantastcan. Kad se spoji sa zeljenim dodacima, zaista kako ga spreme je nesto odlicno. Preporuka	1
suuuper i obilno... brzoo	1
Vec neko vreme pice narucujemo samo u Napoliju.	1
odlicna klopa, brza dostava, piletina u susamu vrhunska :-)	1
Savrseni. Cista 10.	1
Kako prosečan Srbin zamišlja libansku hranu, pa samo gore. Falafel prečudan, humus nejestiv. Baš veliko razočarenje. Mislila sam da bih svaku libansku mogla pojesti, ovo je bačeno.	0
Kasnili. Dosli za 1sat40min. Nije bila svjeza pica.	0
odlican sis cevap,sis sos jos bolji svaka cast...	1
Odlicna klopa, brza dostava, sveze i lepse nego na slici. Mi odusevljeni!	1
Danas smo naručili pileće paketiće i piletinu saltimboka. Klopa stigla na vreme, topla i vrlo ukusna. Sigurno ćemo ponovo poručiti uskoro.	1
Narucili smo picu sa cetiri sira sa dodatkom mocarele, stigla pre vremena, prepuna fila, topla, testo taman kako treba. Dostavljac ljubazan, sve preporuke!!	1
Hrana je stigla pola sata ranije ali od cetiri jela, jeli smo dva. Ostalo je bilo nejestivo, bukvalno. Za ovakav kvalitet hrane cene previsoke!	0
campo de fiori THE BEST	1
Propust ispravljen u medjuvremenu na sjajan nacin. Narucivacemo jos ubuduce!	1
Hrana odlicna, dostava brza! Sve pohvale!	1
Sve je bilo super i stiglo je na vreme	1
prelep giros kao i uvek , jako svez, meso prelepo, lepinja sveza...ma prezadovoljni smo samo tako nastavite i stalno cemo porucivati od vas	1
Apsolutno savrsena, dostava stigle pre vremena, hrana je bila fantasticna i topla	1
Jeste da je dostava brza ali bi bilo zgodno da saceka prvo da kuvar skuva jelo. Njoke tvrde k'o kamen apsolutno nejestive.	0
Odličan Bad Boy burger. Svaka preporuka.	1
Sve pohvale i preporuke... :-)	1
Ovčiji sir u kombinaciji sa ljutom pečenom paprikom je nešto savršeno!	1
I ovoga puta smo na hranu čekali skoro 90 minuta, umesto 45 kako je trebalo. Operateri na telefonu su nekooperativni i neljubazni, a usluga vremenom postaje sve lošija.	0
Narucio sam Twister sendvic i Longer obrok u koji bi trebao da bude ukljucen Pepsi. Od Pepsija ni traga. Ocekivao bih ovo od nekog levog restorana ali od KFCa ne.	0
Dostava kasnila 10ak min. Da je pica stigla vruca bila bi sasvim dobra, iako malo neslana. Testo je ok nije debelo, moglo bi biti pecenije. Sastojci sasvim ok.	0
brzo, toplo, preukusno	1
ok je sve, podrzavam ideju, realno meni se sendvici ne svidjaju, ali kapiram da je to stvar ukusa, s toga ocena 5.	1
Cekao sam hranu 2 sata,koliko je pisalo ali nije imalo smisla vise cekati pozvao sam direktno njih i oni su najverovatnije izgubili porudzbinu tako da profesionalnost na nuli	0
Čizburger ukusan, dostava brza i cena odlična...	1
Super kao i obicno.	0
Pica stigla posle sat i po vremena i to mlaka. Za tu cenu, kvalitet prosecan	0
Basamati pirinac sa povrcem je bio nikakav i bezukusan. paprike madras preljute i bljutave, tikvice kofta mucne.	0
raznovrstan izbor, odlična hrana, mnogo opcija, naručujem stalno, najbolji ste :)	1
preskupa hrana ukus razocaravajuc	0
108. minut i dalje čekaaaaam!!	0
Najbolja klopa na donesi.com, najbolji dostavljaci, najbolja usluga. PREPORUKA	1
Odlicno kao i uvek! Sve gore navedeno je bilo jako ukusno i najvaznije dostavljeno toplo i sveze. Sve preporuke za Cobanov Odmor!	1
Vec sat i 20 minuta cekam hranu, to mi se nije desilo nikada!	0
Hrana nije autentična, što bi trebalo da bude u skladu sa nazivom. Ne koriste se začini, meso šuarme je bilo kao roštiljsko. Falafel je podsećao više na neki kroket od povrća.	0
Bolja mi je klopa na NBGD nego na Komandi, ali generalno su dobri.	1
fenomenalan burger. Preukusan i moze covek da se najede. kad sam ga prvi put poruciovao mnogo  mi se osecao na senf jer se verovatno majstoru omaklo :) Svaki sledeci put je bio savrsen.	1
Mozda pizza i ne bi bila losa da je bilo svega troduplo..mizerna kolicina nutele plazme i slaga..vise nikada necu poruciti ovde...	0
Suv, bas stvarno los giros, testo debelo, meso suvo i cak zilavo, malo preliva, ma neverovatno lose, bolje da ne prodajete ovo, samo ljude razocarate..	0
Svaka cast , bez ikakvih primedbi , brza dostava , sve je savrseno , recima ne moze da se opise koliko je ukusno , zasluzena ocena 5	1
Narucujemo po ko zna koji put, uvek stigne toplo i pre vremena. Ukusna krilca i odlicni sosevi, pogotovo BOB SOS. Keep up the good work!	1
Odlicna hrana, teletina u secuan sosu vrhunska.	1
Velike porcije (uvek tople), hrana preukusna! Salate sveže, sa više raznovrsnih začina. Restoran uvek ispoštuje sve navedeno u napomeni, kao i vreme dostave.	1
Veoma mala kolicina.	0
HRANA JE FANTASTIČNA! ISPORUKA I BRŽA OD NAJAVLJENE!!!	1
Juneca čorba nije loša, ali je dosta masna. Grasak je bio još gori. Sve je plivalo u masti, a meso je bilo bezukusno.	0
Ispalo je veoma tanko i nesto mi se nije svidelo, ja sam svaki put davao dobre ocene ali ovaj put ne mogu jer jednostavno nije bilo ukusno kao ranije. Previse tanko bukvalno ni pola centimetara.	0
Dostava stigla tacno na vreme, sve toplo i ukusno, obavezno probati Index sendvic i zacinjene krompirice, a imaju i colu na tocenje sto retko ko ima na Donesi com. Takodje sjajne palacinke. Petica.	1
Redovno narucujem, skampe u secuan sosu i nemam vecih zamerki, ali danasnje su bile ocajne, Skampa uopste nije bilo. Samo masa od pohovanja, a unutra prazno. Bruka	0
Paste su im sjajne...i ako u okolini ima mnogo lokala sa brzom hranom,ja uvek naručujem iz restorana...jer kvalitet kod njih je zagarantovan...	1
dostava je kasnila 25min, pica je dostavljena hladna kao iz zamrzivaca da je. jako lose!	0
Nismo zadovoljni kvalitetom jela i nacinom na koji su spremljena. Bilo je to jedno lose iskustvo.	0
Porucene pljeskavice su bile bezukusne. Ne preporucujem pljeskavice	0
Ukus prosecan a porcije bezobrazno male za tu cenu! Znam da ovde vise necu porucivati! Razocarani!!!	0
tašnica 10+	1
Zemicka je bila gnjecava jer isporuka traje dosta. Porcija od 250g pomfrita je imala svega 150g.	0
Dostava za manje od 20 minuta, kvalitet vrhunski, sve pohvale.	1
Super hrana. Veliki plus za besplatnu dostavu u oblasti centra. Dostava na vreme!	1
Sve je bilo sveze sto smo narucili, smao je pakovanje bilo ocajno i sos se prosuo po kesi i pritom nismo dobili pirinac u jelu... Cena/kvalitet 0	0
Prvi, ali ne i poslednji put, naručujem iz ovog restorana i nemam nikakve zamerke, sve je bilo savršeno.	1
Isporuka losa, sendvici odlcni, pica katastrofalna	0
Pristojna hrana, sve sveze namirnice. Doslo na vreme. Ima dosta zdravih jela na meniju. Narucicu opet sigurno.	1
Najbolja pizza koju sam ikada narucio sa donesi.com	1
da li je moguće da gasite najbolje restorane???	1
Brodet odlican, losos odlocno spremljen, orada izvrsna, salata od hobotnice za svaku preporuku! Kvalitetno i veoma ukusno, isporuceno toploi pre naznacenog vremena.	1
Restoran koji definitivno ima odlicnu dostavu, ali hrana je losa. Piletina koju sam porucio uopste ne lici na piletinu, ukus je los, ako niste mnogo gladni ne narucujte bas odande.	0
Znaci Diavolo stigla 15 minuta ranije , vruca , bogata , ljutkasta...znaci nemam reci...idem da jedem . Svaka cast Italian Job!	1
Narucili smo 5 girosa, 2 pileca i 3 svinjska i svi su zagoreli. Ne znamo kako su to usepeli.	0
very dry giros. pomfrit portion is soooo small.it was just 'okay'	0
Svaka cast i za kvalitet usluge i za kvalitet hrane! :D	1
"Pizza ""The Saint"" XL koju sam narucio bila je fenomenalna, odlicna sunka i prsuta i  jako kvalitetno testo. 10/10 narucio bih ponovo, takodje brzina dostave je vise nego zadovoljavajuca."	1
UBEDLJIVO SU NAJGORI STO SE TICE VREMENA DONOSENJA  PORUDZBINEEEEE!!!!	0
Miris i ukus pravog kafanskog rostilja. Krilca i cevapi su mi omiljeni, prste da polizes. Vrele i domace lepinje. Cene korektne. Dostava na vreme (ne merim u minut).	1
Hrana je kasnila. posle mog drugog poziva je stigla sa 15 minuta kasnjenja, nije dostavljeno sve sa liste, uzas. Posle izvinjenja nista komplimentarno nije bilo.	0
"Sasvim pristojne palacinke, i slane i slatke, pogotovo za tu cijenu. Svaka cast za ""napravi svoju palacinku"" opciju. Dostava na vrijeme."	1
Odlično, kao i uvek.	1
i ukusna , preporuka	1
Porudzbina stigla na vreme i hrana je bila dobrog kvaliteta	1
Narucili smo kapricozu od 50cm, dosla je poprilicno brzo uzimajuci u obzir da je bilo pola 2 nocu. Pica odlicna, sve pojedeno, dobili smo i gratis palacinke sa kremom. Sve super. :)	1
Always fresh delicious food with quick delivery.	1
Ako vam pise da je cena za cevape 490 dinara a zapravo je 590 azurirajte sajt da se zna :)	0
Prvi put super, drugi put hladno i prilicno bajato	0
Sve stiglo toplo i jako ukusno. Samo tako nastavite.	1
Burgeri full ukusni, odlicni onion ringsi, kolicinski svega ima dosta, cene nesto nize od konkurencije (Intergalaktik i Institut), zato cista petica.	1
Sve preporuke	1
Pored toga sto restoranu treba 75min da dostavi hranu na lokaciju koja se nalazi na 10min kolima od restorana, dostava kasni jos 20min.	0
Odlicni su, ali cu im dati vremena da se pokvare vremenom (nadam se da nece :) ) . Za nijansu raznolikiji jelovnik bi dobro dosao, sve ostalo je perfektno.	1
Odlična usluga i hrana.	1
Ne znam da li sam narucio traktorsku gumu u komadicima ili govedinu, znatno posecerenu.	0
hrana hladna,prilozi pomesani,ne oznaceno na omotu sta je sta.dostava odlicna.	0
najbolji doirucak	1
Ukusno ali je porcija neverovatno mala. Ocekivala sam bar duplo, ja se necu najesti a kamoli neki muskarac. Za tu cifru (skoro 500din) stvarno sramota.	0
Isporuka posle 75 min. Pomfrit je previse slan. Rostilj je osrednji.	0
Ćevapi (300 gr-5 kom) toliko hladni i suvi da ne mogu da se žvaću, pohovane tikvice čitava 4 tanka parčeta tikvice za 250din. Nikad više!	0
Profesionalci...brzo, lepo spakovano... ukusno...sve preporuke...	1
Sve odlično kao i uvek, ali ste zaboravili lepinju uz doručak.	1
kao i uvek, sve preporuke.	1
Slazem se sa prethodnim postom. Pica je masna, testo je lose, perucre su izgleda vec spremljene i pobiberene pre nego sto ih stave na picu. nikako ne narucujte. Sendvici i palacinke i dalje  vrhunski	0
Narucio sam pljeskavicu sa susamom a dobio obicnu, bez svih porucenih priloga i hladnu, sto je i logicno jer sam cekao sat vremena (a rekli su 30 min). Kvalitet mesa je ok.	0
Pljeskavica super, domacinaki krompiri jos bolje!!	1
Isporuka je uvek mnogo ranije no što je navedeno kada će da bude. Kvalitet je takav da je pica baš to - pica. Ne može jednostavnije, a slasnije. Sve pohvale.	1
Dat gyros was pretty good	1
brzo i kvalitetno, kao i do sada	1
Narucio lazanju,stiglo za 40 min,dostavljac extra,ali lazanja manje nego prosecna za te pare..Nisam zadovoljan	0
Najlepsa piletina koju sam jeo u poslednje vreme. Mekana, ukusna,vrh. Narucio sam  Pohovano pilece belo u susamu, palacinku i dobio gratis sok.	1
Odlično iskustvo, ovo pišem posle nekoliko različitih naručenih obroka	1
Narucujem pizzu duze vreme iz ovog rastorana jer je obozavam sa tankim testom i uvek je bas kako treba. Sve pohvale. Visok kvalitet.	1
Cene visoke, a porcije male. Hrana je bila korektnog ukusa, ali smo uz obrok za koji pise dodatak pomfrit dobili 5-6 stapica krompira. Necemo ponovo narucivati.	0
Razocaran kvalitetom hrane. Narucio sam burrito i meso je bilo potpuno nepojedivo, a salsa sos uopste nije salsa, nego vise potseca na neki kecap. Haos.	0
Sve preporuke!	1
Kao prvo, meso je masno, prekuvano, isto tako i rezanci. Ne preporucujem. Pirinac je tvrd. Nikako ne preporucujem.	0
Sve je veoma toplo i ukusno, veoma brza isporuka.	1
Klopa sjajna, usluga sjajna, nije bilo potrebe da se maltretirate ovoliko! :) Pozdrav! Uživali smo! :)	1
bilo je maestralno	0
Odlicna pizza, dostavljac jako ljubazan, narucena Godfather pizza	1
Narucio sam pasulj,telecu corbu i belu vesalicu.Jedino sto je valjalo je teleca corba.Pasulj je bio odvratan i kiseo a vesalica suva i tvrda. Ne preporucujem nikome ovaj restoran.	0
Giros je ok, al je porcija mala obzirom da je dzambo	0
Stand. dobro	1
hrana je ukusna ali nije ni blizu lososa kao na slici .bilo je za jedan zalogaj sve ostalo je ok	0
Nista specijalan ovaj specijalitet kuce!	0
Super rostilj, donesu ga u termo torbi tako da je toplo	1
duplo manja nego ranije, da ne kazem poluprazna, kao i kashnjenje sa dostavom.	0
Pileci punjeni batak, fantastican! Brza dostava, toplo!	1
Usluga je jako dobra i efikasna, hrana je odlicna, sa kvalitetnim sastojcima. Verovatno najbolja pizza dostava.	1
Nista posebno ya 1000 rsd dobijete 4 tanka parceta filea i pomfrit koji je blizu nejestivog. Meso i nije toliko lose ali nista spektakularno .... A samog filea nema ni 250 gr. ...	0
"Naučili smo pizzu koja je stigla sa 15 minuta zakašnjenja, potpuno hladna! I da nije bila hladna ostao bi los utisak jer je bila veoma ""siromašna"". Definitivno nećemo ponovo da naručujemo."	0
Naručiš tri obroka sa tri dodatne informacije (koje nisu nešto preterano komplikovane), i sve tri pogreše...	0
Ovog puta je bilo OK, nije bilo kašnjenja, a hrana je bila topla. Doduše, očekivao sam izvinjenje zbog one porudžbine koja je dosta kasnila, ali nisam ga dobio.	0
Ono sto sam dobio definitivno nije arabiata! Belg luka ima toliko da mi ni jedan vampir do kraja života nece prići!	0
Rostilj kvalitetan, pizza odlicna. Dostava na vreme - sve pohvale :)	1
Pica stigla vrela za 20 umesto za 40 minuta. Odlično tanko testo i dobra kombinacija sireva. Plus za online plaćanje.	1
Kvalitet mesa, porcije, cena i dostava cista petica. Jedan predlog za jos bolju uslugu-rolovani cevapi.	1
Ništa posebno.  Kobasica u prebrancu je odlicna, prebranac onako. Gulas relativno ukusan ali previse masno. Cene i dostava ok.	0
Najbolja pica u gradu, cene povoljne, usluga ljubazna i tacna. Sve pohvale!	1
piletina u secuan sosu je odlicna!	1
Lisa piza, dva koluta kulena, jako malo sira. siromasno. preklopljena u pakovanju. loseeee	0
nesto smanjen izbor klope, dal sto je krenulo leto ili sto je vikend nisam siguran, ali kvalitet i dalje top	1
Obično ne volim da komentarišem, ali porudžbina je kasnila više od sat vremena. Na žalost, zbog gostiju nisam mogao da otkažem narudžbinu. Kad je stigla hrana, već se poprilično ohladila.	0
makon vise od sat vremena prode i glad i volja...	0
stiglo za pola h(a rekli 45 min), vruca, odlicna! cesto jedem picu i ovo je jedna od retkih picerija za koju nikada nisam imao razloga da kukam..valjda ce da nastave ovako :)	1
Odlicna pica, bas kako treba+ispostovana napomena 100%.	1
Brza dostava, hrana jako ukusna!	1
Narudzbina je stigla za neverovatnih 15 minuta !!! :)	1
Odlične pitice, tople, sveže, jako ukusne. Dostavljač stigao ne vreme, ljubazan. Sigurno ćemo ponovo naručivati odavde	1
Zaista sve je vrhunsko. Najbolji ste.	1
cekao sam sendvic pola sata vise...ocajna  usluga!	0
Bas ukusno, preporuke.	1
Saikoro biftek genijalan! Najbolji restoran na donesi.com	1
Odlicno...sve super	1
Nije isporuceno ono sto je naruceno. Hrana je pretpostavljam OK, ali nisam imao cast da je probam jer su ispustili moj deo narudzbine.	0
danas kao i juce, pola spratu jede u piletu :) najbolji ste :)	1
hrana je stigla na vreme i odlicno upakovana u cvrste plasticne kutijice. vrlo ukusna musaka sa dosta mesa uz koju ide i pavlaka. veoma ukusan gulas, meso je u velikim kockama. premalo je makarona.	1
Na pici nije bilo jajeta koje je dodatno naručeno, sir se slio na jednu stranu pice prilikom dostave. Nadamo se da se sledeći put neće ponoviti.	0
Prvi put ovde naručujem. Bečka šnicla je povoljna po ceni i ukusna, a dostava brza i efikasna i pored užasnog vetra. Nemam zamerki ni na kvalitet hrane ni na kvalitet usluge.	1
Promase narudzbinu.	0
Piletina kuvana ko zna kad... Izbor zelene salate se standardno svodi na onu jeftinu pijacharsku. Za iceberg salatu nikad culo. Svega nakako malo...Generalno trashy za cenu koju imaju.	0
Nije ljuto uopste, a poruceno je ljuto.	0
"veoma ažurno su nazvali i rekli da ""nemaju stripse""... uvek nešto fali kod njih..."	0
Vec po navici narucujem ovde. Standardno dobro. Neka ostane ovako, ja sam zadovoljan.	1
Lik koji je doneo hranu je legenda.. :D	1
Brza dostava, vrlo ukusna pica (Vezuvio sa dodatkom morskih plodova) i sasvim korektna cena ! Svaka cast!	1
uvek sve ukusno i brzo	1
Kao i prošli put! Svaka čast!	1
Hrana je stigla pola sata kasnije hladna i ukus veoma los i prilozi su loseg ukusa.Krilca su bila prva liga ostalo jako lose.	0
Odlicna klopa, brza dostava	1
dostava jedan sat i jos su mi naplatili 100 dinara i ako pise da je besplatna	0
Izuzetan kvaliet	1
Pomfrit,pica pljeka,pohovani kackavalj,stvarno sam pozitivno iznenadjen,odlicna hrana,somuni svezi i topli,svaka preporuka :)	1
Nemojte. Jednostavno preskočite. Masno preko svake mere, ali ne od pačetine. Procenat pačetine u jelu je oko 2%, ali ćete je izbegavati, pošto je očajno spremljena. Ostatak je, pa, pečurke.	0
Ćevapi su bili preslani, kobasice kupovne a uštipci pregoreli. Potpuno razočarenje u odnosu na prosek ocena na donesi.com.	0
Svaka cast restoranu zaista, obim i kvalitet obroka je vrhunski, giros necu ni da pominjem, samo tako nastavite, vreme dostave je pristojno, moze to i bolje :)	1
The burger is amazing and the packaging looks fantastic!	1
E bas je zlatna kasika volim jela sa kasikom to je SLAST pozdrav!!!!!	1
Buffalo drumstick i pileća salata- jako loše. Bačene pare.	0
auuuuu nikad brza dostava. Hrana extra. samo tako nastavite. sve pohvale	1
"osim sto je pica malo manje pecena od onoga kako ja volim i sto je kackavalj na pici bio malo ""cudan"" sve ostalo je bilo bas extra .."	1
Jako sporo	0
Svaka cast prelepo	1
Hrana je ok, ali dostava... UŽAS! Nisu dostavili jednu pljeskavicu a naplatili su je i na našu reklamaciju rekli su doneće. Nakon sat vremena, zvali smo ih ponovo i rekli su da ne čekamo.	0
Fenomenalna pica	1
Odlicna kao i uvek. Mogli biste da stavite neke promo kodove, to bi bilo odlicno.	1
Rebarca tvrda, prepečena i nejestiva.	0
Narucila sam lignje i teletinu sa nudlama a od nudla ni traga	0
food was completely tasteless	0
Dostava je tačna i brza, što je za pohvalu. S druge strane, hrana je prilično bezukusna, ponekad bude i poluživa, a izgleda kad da je podgrevana. Porcije bi mogle da budu malo veće.	0
prste da polizes	1
Ovaj restoran ima savršeno ukusnu hranu. Banana split je bio odličan, rižoto sa povrćem takođe, ali je porcija rižota mogla biti obilnija. Sve u svemu, vratićemo se ovom restoranu. :)	1
Pre vremena, sve toplo, sve uredno i ljubazno. Sto je najvaznije - UKUSNO! preporuka	1
Dobra klopa	1
Dugo narucujem od njih i i dalje se nije iskvario kvalitet hrane, sto je za svaku pohvalu. Pice su odlicne !!!	1
Iskreno receno, jelo je ukusno ali za gurmane nije preporucljivo... Pogodnije je za one koji nisu preterano gladni posto je vrlo ukusno ali nije ni jako ni obimno.	1
Stgli pola sata ranije, sve ukusno, lepo spakovano, dostvaljac veoma ljubazan, samo tako nastavite, molim vas :)	1
Hrana je ok, ali od porudzbine do dostave je proslo sat i 25 minuta bez najave da kasne..	0
Rekli ya 60minuta, dosli pola sata ranije. Hrana ukusna, topla, nije se yalilo u dodacima (pica, palacinke). Usluga pristojna, cene uobicajene. Vidimo se opet.	1
Hrana je bila ukusna.Brzo su stigli mada nisam bas mislio da ce tako brzo sve je bilo taplo kako treba,baklave su veoma bile ukusne...Hvala vam na usluzi ponovo cu naruciti nesto 100posto Pozdrav	1
Obrok je bio topao i obilan, dostava brza. Jeli smo jednu porciju pohovane piletine u peking sosu i drugu u slatko-kiselom tomato sosu.	1
Iako pise da preko 990 din dostava je besplatna!	0
Odlican rostlj, dosta priloga,  brza isporuka	1
jako lose hrana nije sveza i jako je tvrda	0
receno je da ce sendvici stici za 30 minuta, stigli posle vise od jednog sata. Narucen sendvic u tortilji sa prsutom, dobijen sa pecenicom.	0
savršena pizza!	1
Sve što smo dobili je bilo izgorelo. Jela u kojima ima pirinča 80% čini taj pirinač. Meso samo u tragovima. I na kraju, sve je izgorelo.	0
Po ko zna koji put narucujem iz Pileta i uvek sam prezadovoljan uslugom.Najjaca hrana u gradu	1
Mislim da je 75 minuta za neke male relacije previse. Sto se tice hrane,bez premca,najbolji rostilj.	1
Nakon sto sam porucio zvali su me da mi kazu da nece da mi prodaju porucne prozivode po cenama po kojima sam porucio na sajtu, bas tuzno	0
mnogo manje od ocekivanog! vreme isporuke predugacko, hrana osrednjeg kvaliteta, nista zbog cega bih je ponovo narucila!	0
...samo malo više da se oseća sir, inače odličan	1
narucila picu palacinke i pomfrit. Sve je vrhunskog kvaliteta	1
Ljubazni dostavljač je doneo toplu i ukusnu hranu mnogo pre naznačenog vremena. Oduševljani smo, sve preporuke!	1
Odlicno ako niste iskusni sa sushiem ili zelite da probate. Dostava brza!	1
Cevapi su odlicni :),	1
Testo je nikakvo. Ni nalik na testo za picu. Nadev je bio zali boze tu i tamo komad kulena ili slanine i to je pica koja nosi ime firme. Svarno ocaj...	0
Klopa je stigla pre zakazanog roka, vruca i preukusna. Pojeli smo je u roku od odmah, a onda se davili u pohovanim bananama koje su fantasticne.	1
Posle sat i po vremena čekanja, doneli su pogrešnu narudžbinu. Umesto slatkih rolnica sa čokoladom doneli su pohovani ananas.	0
Prvi put narucijem iz ovog restorana, ali i poslednji. Rolovani pileci file je sa jedne strane bio potpuno nepecen. Bukvalno je meso zivo kao iz frizidera (samo pogledajte sliku).	0
vec kasne 40 minuta	0
Bas smo se bili naostrili da probamo hranu iz ovog restorana. Nismo! Zvali su 20 min. posto su primili porudzbinu da jave da imaju tehnickih problema i da ne mogu da nam isporuce.	0
Hrana je odlična i stigla brže nego navedeno.	1
Sve pohvale. Hrana je ukusna, dostavljena na vreme!!!  Ne menjamo Vas, samo zadrzite ovaj kvalitet.	1
naglaseno je da ce hrana stici za 45 minuta ali je nije bilo u zadato vreme, to mi je dovoljno da im ne dam pozitivnu ocenu	0
odlicna pica sto se i vidi da nije ostalo ništa	1
Odavno sam se navukao na Pizza Boss hranu... sjajna hrana, odlicna usluga... razumne cene...	1
