masa,jastuk,pojas,ceoni,pol,starost,godina,tip,ishod
614.1709999964,ne,da,1,m,19,1991,vozac,0
46.3239999996,da,da,1,m,29,1999,vozac,1
66.8839999996,da,da,1,m,35,1997,putnik,1
5246.0189999938,da,da,1,m,17,1995,vozac,1
51.1369999996,ne,da,1,m,24,1992,vozac,0
44.6689999998,ne,da,1,z,18,1985,vozac,0
18.7519999999,da,da,1,z,25,2000,vozac,1
647.674999997,da,da,1,z,71,1998,putnik,1
314.6069999971,da,da,0,m,62,1997,vozac,1
70.676,da,da,0,m,19,2000,putnik,2
16.3899999999,ne,ne,1,z,31,1992,putnik,3
71.6659999993,ne,ne,1,m,23,1978,vozac,2
73.1399999997,da,da,0,z,41,1998,vozac,0
2839.9359999895,ne,ne,1,m,28,1988,vozac,0
1008.8129999936,da,da,0,z,28,1997,vozac,1
93.585,da,da,0,m,30,1994,vozac,1
114.3859999999,ne,ne,1,m,56,1995,putnik,1
274.7409999967,ne,ne,1,z,18,1992,vozac,0
50.6629999997,da,da,1,z,34,1996,putnik,3
197.7599999998,da,ne,1,z,35,1995,vozac,1
41.23,da,da,0,z,22,1996,vozac,2
85.7849999992,ne,da,1,m,42,1980,vozac,2
11.171,da,ne,1,z,23,1998,vozac,0
299.9119999968,da,da,1,m,40,2001,putnik,0
132.1369999982,da,da,0,m,43,2002,putnik,2
331.9889999963,da,da,0,z,40,2000,vozac,1
69.4839999992,da,da,0,m,80,1993,vozac,2
1173.6039999872,ne,da,0,z,64,1990,putnik,0
363.9639999978,ne,da,1,z,21,1989,vozac,2
1220.148999989,ne,da,1,z,16,1987,putnik,2
695,ne,da,1,z,34,1993,vozac,0
94.5379999997,ne,ne,1,m,16,1992,putnik,2
688.7109999955,ne,ne,1,z,33,1983,putnik,0
,ne,ne,1,m,31,1980,putnik,2
913.8719999939,da,da,0,z,26,1996,vozac,2
2724.5299999714,ne,da,1,m,47,1995,vozac,0
40.1769999997,ne,ne,1,m,62,1978,vozac,2
262.4649999999,ne,ne,1,m,31,1987,putnik,1
783.2809999958,da,da,0,z,62,1995,vozac,1
10.205,ne,da,1,m,70,1987,vozac,2
45.6139999996,ne,ne,0,m,39,1986,vozac,2
22.1649999998,ne,da,1,z,76,1988,vozac,2
216.3829999994,da,da,0,z,39,1999,putnik,2
52.6469999999,da,da,0,m,42,1999,putnik,2
174.2349999994,da,da,0,z,29,2000,vozac,1
41.8729999997,da,da,0,m,22,1999,vozac,1
69.2679999992,ne,ne,1,z,82,1988,vozac,3
43.2199999997,ne,ne,1,m,29,1990,vozac,2
25.4889999998,ne,ne,1,m,47,1989,vozac,0
10.8309999999,da,ne,1,z,19,1998,putnik,0
150.9009999987,ne,da,0,z,17,1991,vozac,1
3.028,ne,da,1,z,45,1980,putnik,1
5.0649999999,ne,ne,1,m,34,1981,vozac,2
438.7719999999,da,da,0,m,34,1998,vozac,1
4.595,ne,ne,1,z,48,1989,vozac,2
42.5009999997,da,da,1,m,18,1993,vozac,0
47.5029999996,da,da,1,z,44,1994,vozac,2
3.61,ne,ne,0,m,37,1974,vozac,2
174.6279999986,da,da,0,z,48,2000,vozac,1
37.6369999996,da,da,1,z,41,1998,vozac,2
64.6119999997,da,da,1,m,43,1996,vozac,0
87.1349999998,da,da,1,z,24,1997,vozac,2
732.4529999942,da,da,1,m,19,1997,vozac,0
75.9809999997,ne,ne,1,z,45,1994,putnik,1
542.8949999958,da,da,0,m,65,1994,vozac,0
49.406,ne,da,0,z,21,1969,vozac,3
25.7089999998,ne,da,0,z,76,1989,putnik,2
42.6089999997,da,da,0,m,78,1996,vozac,1
50.73,da,da,1,m,16,1993,vozac,2
5.6029999999,ne,da,1,m,27,1993,vozac,2
10.8309999999,da,ne,0,m,35,1997,vozac,2
11.72,da,ne,0,z,36,1997,vozac,3
564.173999995,ne,da,1,m,20,1989,vozac,1
23.2329999998,ne,ne,1,m,21,1984,vozac,2
38.8319999999,da,da,1,z,46,1996,vozac,1
582.248999998,da,da,0,m,31,1999,vozac,1
275.9289999977,da,ne,1,z,21,1996,vozac,2
54.3029999998,da,ne,1,m,25,1993,vozac,2
157.6609999985,ne,da,1,z,40,1990,vozac,2
5.194,ne,ne,1,z,23,1983,vozac,2
760.9009999931,ne,da,1,m,25,1986,vozac,0
159.3509999998,ne,da,1,z,73,1991,putnik,2
375.5519999973,da,da,0,z,18,1998,vozac,1
1119.9649999887,da,da,1,m,29,1997,vozac,0
6.77,ne,da,0,m,42,1987,vozac,2
7.421,da,da,0,m,33,1994,vozac,2
88.7559999991,ne,da,1,m,56,1992,vozac,2
3.028,ne,da,1,z,52,1983,vozac,2
55.2819999997,ne,da,0,z,39,1989,putnik,1
82.0989999995,ne,da,1,z,51,1987,putnik,2
49.9589999998,da,da,0,z,29,1998,vozac,0
1281.5839999914,ne,da,0,z,63,1979,vozac,1
44.4139999999,da,da,0,m,65,1992,vozac,2
892.2819999978,da,da,1,z,17,2000,vozac,0
67.8019999992,ne,da,1,z,66,1989,putnik,3
1369.596999988,da,da,1,m,38,2000,vozac,2
363.7519999966,ne,ne,1,m,33,1994,putnik,1
490.4349999987,da,da,0,z,66,1997,putnik,2
195.3509999998,da,da,1,z,27,1996,vozac,2
0,da,da,1,z,18,1998,putnik,2
103.5729999999,da,da,0,z,17,1997,vozac,2
104.892,ne,ne,0,m,17,1979,vozac,2
695.6169999987,ne,ne,0,z,28,1986,vozac,0
355.6279999986,da,da,1,z,46,1999,vozac,1
31.7379999999,da,ne,1,m,43,1994,vozac,2
53.3289999999,ne,ne,1,m,54,1988,vozac,2
452.5969999991,ne,ne,0,z,37,1974,vozac,3
53.7359999996,ne,ne,1,m,19,1993,,2
528.3189999983,ne,da,1,z,32,1991,vozac,2
1519.2129999995,ne,da,0,m,58,1994,vozac,0
219.5209999997,ne,da,0,z,25,1994,vozac,1
134.3499999996,da,da,1,m,33,1999,vozac,1
20.6229999999,da,da,0,m,20,2002,vozac,2
91.4269999992,ne,da,1,m,45,1984,vozac,2
94.2309999997,da,da,0,z,35,1998,vozac,2
1062.7639999986,ne,ne,1,m,27,1989,vozac,2
31.642,ne,ne,1,z,34,1989,vozac,2
79.1719999993,da,da,1,z,28,1996,vozac,2
27.2829999998,ne,da,1,z,45,1991,vozac,3
262.3029999994,da,da,1,m,19,1990,vozac,2
50.622,da,da,0,z,29,1995,vozac,2
656.3549999967,ne,da,1,m,38,1987,vozac,1
42.3789999997,ne,ne,0,z,67,1989,vozac,3
1647.7719999999,da,da,1,z,29,1995,vozac,0
8.5329999999,da,da,1,m,29,1994,vozac,2
22.7449999999,da,da,1,m,35,1996,vozac,3
69.4639999997,da,ne,1,z,19,1997,vozac,2
25.6269999999,da,ne,1,z,26,1997,vozac,2
15.507,da,ne,1,z,38,1999,vozac,2
47.8169999998,ne,da,1,z,73,1989,vozac,1
4.705,da,ne,1,m,31,1999,putnik,2
2086.0569999814,ne,da,1,m,40,1990,vozac,1
63.2569999998,da,da,0,m,55,1999,vozac,2
317.1579999998,da,da,1,m,16,2000,putnik,0
30.7349999999,ne,ne,1,m,53,1983,vozac,2
203.8669999987,ne,da,1,z,37,1990,vozac,1
71.6289999997,da,da,1,m,38,2000,vozac,2
1131.5449999869,da,da,1,m,53,1998,vozac,0
20.531,ne,da,1,m,17,1973,vozac,0
26.3059999999,da,da,1,z,54,1994,vozac,3
3030.7209999859,da,da,0,m,25,1995,vozac,0
25.7649999999,da,da,1,m,39,1996,vozac,1
9.7849999999,da,ne,0,z,25,1993,vozac,2
113.477,da,da,1,z,48,1994,vozac,0
33.2879999997,ne,da,1,z,42,1992,vozac,2
601.0039999932,ne,ne,1,m,18,1989,putnik,0
2482.1329999864,da,ne,1,m,18,1995,vozac,1
943.0749999955,ne,ne,1,m,65,1990,vozac,0
536.8249999955,ne,da,1,m,16,1990,vozac,1
33.9149999996,da,ne,1,m,19,1999,vozac,2
37.6369999996,da,da,1,m,57,1995,vozac,1
1057.5529999882,da,da,1,m,31,1994,vozac,1
7.811,ne,da,0,m,44,1993,vozac,1
80.1849999996,ne,da,1,z,54,1985,vozac,1
8.4019999999,da,ne,1,z,36,2001,vozac,2
34.0529999998,da,da,0,z,27,1992,putnik,1
180.129999999,da,da,0,m,16,1999,putnik,0
20.2559999998,ne,da,1,z,63,1987,vozac,2
844.3249999955,da,ne,0,z,17,1998,putnik,2
11.083,ne,da,1,m,49,1991,vozac,2
5.6459999999,da,da,1,m,61,1998,vozac,2
61.9269999997,ne,da,1,z,62,1986,vozac,1
203.4139999989,ne,da,0,m,78,1992,vozac,1
38.2549999999,ne,ne,1,m,82,1981,vozac,2
51.1369999996,ne,da,0,m,25,1987,vozac,2
10.1899999999,da,da,1,z,19,1998,vozac,0
835.5289999992,ne,da,0,z,70,1987,vozac,0
47.963,da,da,1,m,22,1994,putnik,0
151.8639999982,da,da,0,z,35,1992,vozac,1
242.2639999986,ne,ne,1,m,31,1989,putnik,1
59.4239999996,ne,da,0,z,30,1993,putnik,2
43.2879999997,ne,ne,0,m,68,1990,vozac,2
6.421,da,da,0,m,49,1994,vozac,1
198.5909999982,da,da,0,m,52,1998,vozac,2
88.5549999997,ne,da,0,z,79,1984,vozac,2
438.7719999999,ne,da,0,z,28,1985,vozac,0
5500.2759999633,da,da,1,m,26,1991,vozac,1
72.3879999993,da,da,1,m,16,1996,vozac,0
231.9899999984,ne,da,1,m,39,1991,vozac,2
112.6829999993,da,da,0,z,19,1996,vozac,1
396.4119999968,da,da,0,m,23,1996,vozac,0
37.4549999996,ne,ne,0,m,43,1986,putnik,2
449.1199999973,da,da,1,z,21,1995,vozac,
46.977,da,da,1,z,36,2001,vozac,2
13.6139999999,ne,ne,1,z,17,1988,vozac,2
420.4679999985,da,da,1,m,46,1996,vozac,1
627.9389999956,da,da,0,z,38,1995,vozac,1
29.5329999998,ne,da,1,m,19,1992,putnik,1
49.406,ne,ne,0,m,32,1986,vozac,3
14.0369999999,ne,da,0,z,73,1984,putnik,3
1409.6879999936,ne,ne,1,z,48,1992,vozac,0
10.3779999999,da,da,0,m,23,1996,vozac,0
21.1399999999,ne,ne,1,m,42,1988,putnik,2
48.0739999996,da,da,0,m,35,1997,vozac,2
346.6169999987,da,da,1,z,45,1997,putnik,0
31.497,ne,ne,0,z,16,1985,putnik,0
72.176,ne,da,1,z,27,1990,vozac,2
3864.6609999836,ne,da,0,m,51,1987,vozac,1
846.3599999994,da,da,0,m,46,1996,vozac,1
18.8089999999,ne,da,0,m,28,1994,vozac,0
29.149,da,ne,0,z,36,1996,vozac,2
42.4539999999,ne,ne,1,m,24,1990,vozac,2
331.1409999989,da,da,1,m,25,1993,vozac,0
294.0519999973,da,da,0,m,50,1998,vozac,0
22.0079999999,da,da,0,z,51,1993,putnik,2
662.4629999995,da,da,1,z,29,1998,vozac,1
19.409,da,da,0,z,31,1996,vozac,0
10.5789999999,da,da,0,z,32,1997,vozac,2
17.2409999999,ne,da,1,m,82,1988,vozac,3
12.3809999999,da,da,1,m,19,1997,vozac,1
313.318,ne,ne,1,m,17,1981,putnik,2
69.6939999992,da,ne,1,m,32,1995,vozac,2
20.862,da,ne,1,m,19,1996,vozac,2
11.7829999999,da,da,1,z,50,1993,vozac,2
211.3269999996,ne,ne,1,m,36,1978,putnik,2
643.235999994,ne,da,1,z,19,1985,vozac,1
1121.9439999908,da,da,0,z,17,1991,vozac,0
451.2319999971,ne,ne,0,m,18,1986,putnik,2
26.8959999999,ne,ne,1,z,32,1989,putnik,2
59.1709999996,da,da,0,z,35,1992,vozac,3
435.3889999986,da,ne,0,m,51,1992,vozac,1
11.72,da,da,0,m,20,1992,vozac,3
1135.8869999945,da,da,1,z,45,1998,putnik,2
45.0209999997,ne,ne,1,z,52,1983,putnik,2
37.1239999998,da,da,1,z,28,1996,vozac,1
111.2129999995,da,ne,0,z,46,1996,vozac,2
273.7799999975,da,da,0,m,25,1999,putnik,2
431.5009999983,ne,ne,1,m,23,1990,putnik,2
333.2349999994,ne,ne,0,m,18,1985,vozac,1
8.578,ne,ne,1,m,25,1969,vozac,3
52.6909999996,ne,da,1,m,18,1994,vozac,2
200.6089999992,da,da,1,m,35,1995,vozac,2
34.9499999997,da,da,1,m,81,1994,vozac,2
54.3029999998,da,ne,1,m,22,1997,putnik,2
8.0419999999,da,ne,1,m,23,1995,vozac,2
11.7829999999,ne,da,1,m,42,1993,vozac,2
698.6629999951,ne,ne,1,z,74,1991,putnik,1
49.6899999999,da,da,1,z,33,1993,vozac,0
542.2579999939,ne,da,1,m,20,1985,putnik,0
94.9479999999,ne,ne,1,m,30,1989,vozac,2
11.264,ne,ne,0,m,30,1987,vozac,0
1994.3159999996,da,da,1,m,34,2000,vozac,1
6209.8869999647,ne,da,1,z,24,1991,vozac,1
30.0529999998,da,da,1,m,55,1992,vozac,0
1960.1389999986,da,da,1,z,55,1998,vozac,1
238.5759999994,ne,ne,1,m,43,1994,putnik,2
53.3419999997,da,da,1,z,27,1998,vozac,2
4.026,da,da,1,m,74,1995,vozac,1
186.8059999999,ne,ne,1,z,22,1990,vozac,2
590.4809999987,da,da,1,m,31,2000,vozac,0
39.656,da,ne,0,z,70,1996,vozac,2
13.1079999999,ne,ne,1,z,23,1990,putnik,2
391.8189999983,ne,da,1,m,19,1990,vozac,0
465.5739999972,da,ne,1,z,21,1994,vozac,0
158.0519999992,ne,da,1,m,34,1988,vozac,0
891.4789999947,da,da,0,z,77,1998,vozac,0
125.7489999998,da,da,1,z,41,2000,vozac,1
29.9399999999,da,da,1,z,28,2002,putnik,1
53.3419999997,ne,da,0,z,46,1986,vozac,2
54.0499999998,da,da,1,z,16,1997,putnik,1
16.1909999999,da,da,0,m,46,2000,vozac,2
301.7649999969,da,da,1,z,24,2000,putnik,0
300.4869999997,ne,da,0,m,50,1990,vozac,1
351.7459999993,da,da,1,z,50,1996,vozac,1
333.2349999994,ne,ne,0,m,20,1985,putnik,0
86.2209999999,da,da,0,z,56,1994,vozac,2
54.031,ne,da,1,m,16,1989,vozac,2
91.4269999992,ne,ne,1,m,40,1988,vozac,2
885.0649999976,ne,da,1,m,38,1985,vozac,0
43.4749999996,ne,da,0,z,63,1992,vozac,1
,ne,da,1,z,16,1956,vozac,2
50.6169999996,da,da,1,m,60,1993,vozac,2
104.1029999992,da,ne,1,z,55,1995,vozac,2
62.8259999999,ne,da,0,m,42,1979,vozac,2
0,da,da,1,m,84,1999,vozac,1
229.3239999991,da,da,0,m,38,1997,vozac,1
86.5919999992,da,ne,0,z,22,1995,putnik,2
593.5819999948,ne,da,1,z,63,1992,vozac,2
306.7149999999,ne,ne,1,m,26,1975,vozac,2
1600.6929999888,ne,da,1,z,17,1989,vozac,0
35.5119999996,da,da,0,m,38,2000,vozac,2
11.083,da,da,0,m,25,2000,vozac,1
88.9539999999,ne,da,0,z,41,1993,vozac,2
64.0219999999,ne,da,0,z,31,1985,vozac,2
1337.7299999893,da,ne,1,m,31,1999,putnik,0
88.5399999991,ne,ne,1,m,41,1991,putnik,2
334.7279999964,da,da,1,m,34,1996,vozac,0
1862.4619999975,da,da,0,z,53,1995,putnik,0
252.629999999,ne,da,1,z,17,1987,putnik,2
461.367999997,da,da,1,m,16,2000,vozac,0
877.786999993,da,da,0,z,37,1997,putnik,0
254.9189999998,da,da,1,z,19,1996,putnik,0
39.3729999997,da,da,1,z,46,1996,vozac,1
277.8609999977,da,da,0,z,18,1995,vozac,2
150.5089999996,ne,da,1,z,30,1990,putnik,2
36.406,da,da,1,m,49,2001,vozac,0
21.1789999998,da,da,0,m,78,2002,vozac,2
91.8069999991,da,ne,0,m,27,1995,putnik,1
221.034,ne,da,0,z,17,1989,vozac,0
57.7309999997,da,da,1,m,57,1996,vozac,1
23.0809999998,ne,da,1,z,17,1992,vozac,1
4.595,da,da,1,z,17,1993,vozac,2
227.0239999983,ne,ne,0,m,22,1985,vozac,0
43.2879999997,ne,ne,1,m,62,1985,vozac,0
144.9419999998,da,ne,0,z,21,2002,vozac,1
87.1349999998,da,da,0,z,21,1994,putnik,2
320.7319999971,da,da,1,z,56,1997,vozac,2
793.6079999954,ne,ne,1,z,23,1985,putnik,2
247.1409999989,ne,da,1,z,63,1989,vozac,1
9.2309999999,da,da,1,m,20,2001,vozac,2
352.5599999987,da,da,0,z,41,1995,vozac,0
179.9539999999,da,da,0,m,74,1998,vozac,0
64.8559999997,da,da,0,m,21,1997,vozac,2
322.8249999993,da,ne,1,m,30,2002,vozac,2
414.8729999997,ne,da,1,z,18,1986,vozac,1
210.1999999993,da,da,1,m,21,1997,vozac,0
54.031,ne,da,1,m,16,1989,putnik,2
11.72,ne,ne,1,m,23,1994,vozac,2
41.8479999998,da,ne,0,z,45,2002,vozac,2
9.8219999999,da,da,1,m,21,1996,vozac,1
685.7549999952,da,da,1,m,43,1996,vozac,0
330.0079999976,da,ne,1,z,42,1995,vozac,1
35.21,da,da,1,m,37,1996,vozac,2
126.0809999993,ne,da,1,m,26,1990,vozac,2
558.7699999958,ne,da,0,z,16,1990,vozac,1
12.899,da,da,1,m,36,1997,vozac,0
81.9959999993,ne,da,0,m,17,1990,putnik,2
44.0749999997,ne,da,1,z,39,1990,vozac,2
7.528,da,da,1,z,70,1999,putnik,0
770.373999998,da,da,0,z,20,2002,vozac,2
178.436999999,da,da,1,z,29,1996,vozac,1
49.6899999999,ne,ne,1,m,30,1986,vozac,2
0,da,da,1,z,18,1999,vozac,2
435.3439999968,da,da,1,m,43,1996,putnik,0
44.5389999999,ne,da,1,m,19,1988,vozac,2
46.6409999998,ne,da,1,m,39,1979,vozac,0
43.4379999996,da,ne,1,m,45,1993,vozac,2
18512.9909999371,da,da,1,m,26,1998,vozac,0
481.612999998,ne,da,0,z,60,1986,putnik,2
44.6689999998,ne,da,0,z,72,1987,vozac,2
400.6359999999,da,da,0,m,23,1998,vozac,2
2728.6749999821,ne,ne,1,m,25,1984,vozac,2
41.0079999999,ne,da,1,z,17,1991,putnik,1
10.6189999999,da,ne,1,z,65,1998,putnik,1
207.4439999983,da,da,0,z,69,1993,putnik,2
41.3089999999,ne,ne,0,m,45,1986,vozac,3
58.3819999998,da,da,0,m,17,1995,putnik,2
25.4109999998,da,da,1,m,59,1997,vozac,2
904.6929999962,da,da,0,m,77,1996,vozac,0
58.8619999997,ne,da,1,m,20,1994,vozac,2
20.987,ne,da,1,m,32,1988,vozac,0
30.2899999998,ne,ne,0,m,18,1987,vozac,2
10.943,ne,ne,1,,32,1988,putnik,2
41.8479999998,da,da,0,z,16,2001,putnik,2
59.6629999997,da,ne,0,m,21,1998,putnik,2
818.2299999967,ne,da,1,m,51,1992,vozac,1
1758.1389999986,da,da,1,m,48,1992,vozac,0
22.0129999998,ne,da,0,m,35,1984,vozac,2
134.7229999993,da,da,1,z,39,1993,vozac,1
1098.2709999979,da,da,1,m,48,1997,vozac,0
1136.4439999908,ne,da,1,m,21,1993,vozac,0
1,da,da,1,m,40,2001,vozac,2
24.2679999999,ne,ne,1,z,54,1988,vozac,2
49.6899999999,da,da,1,z,33,1998,vozac,1
131.4909999985,da,da,1,m,17,2001,vozac,0
11.6209999999,da,da,1,z,78,1998,putnik,0
48.0269999998,da,da,1,m,17,1995,vozac,1
2767.2939999998,ne,ne,1,m,33,1988,vozac,2
697.1369999945,ne,da,1,m,44,1993,vozac,2
74.7149999999,da,da,1,m,57,2002,vozac,0
152.6579999998,da,da,0,z,30,1996,putnik,0
33.088,da,ne,0,m,50,2000,vozac,2
42.9209999996,da,da,1,m,29,2000,vozac,0
39.0619999999,da,da,1,z,52,1999,vozac,1
12.8529999999,ne,ne,1,m,39,1985,putnik,3
18.5359999998,da,da,0,m,62,1994,vozac,2
81.9959999993,ne,da,1,m,19,1985,putnik,0
829.2189999968,da,ne,0,m,57,2000,vozac,0
28.0049999999,ne,ne,1,z,42,1993,vozac,2
117.6329999994,da,da,1,z,17,1996,vozac,1
249.4669999983,ne,da,0,z,62,1987,vozac,2
972.2049999982,ne,da,0,m,18,1982,vozac,1
29.757,da,da,1,z,80,2000,putnik,2
818.8179999962,ne,ne,1,m,70,1988,vozac,2
132.3859999999,ne,da,1,z,48,1992,putnik,2
2577.1859999895,ne,da,1,m,25,1988,vozac,0
22.7089999998,da,ne,1,m,24,1999,putnik,2
100.5199999996,da,da,1,m,23,2001,vozac,1
2138.9569999874,da,da,1,m,18,1998,putnik,0
45.2549999999,da,da,1,z,26,1997,vozac,1
58.0379999997,ne,ne,1,m,50,1979,vozac,2
37.5279999999,da,ne,0,z,20,1996,vozac,2
397.0899999999,ne,da,1,z,21,1989,vozac,2
31.3329999999,da,da,0,z,41,1997,vozac,0
224.3629999999,ne,da,0,m,21,1990,vozac,2
309.1959999986,da,da,1,m,47,1998,vozac,2
197.5409999993,da,da,1,z,29,1994,vozac,0
35.8319999999,ne,da,1,m,23,1983,vozac,2
822.5889999941,ne,da,1,z,79,1988,vozac,1
3551.8949999809,ne,da,1,m,48,1993,putnik,0
22.2779999999,da,da,1,m,54,1995,vozac,1
229.5749999993,ne,da,0,z,17,1989,vozac,0
108.818,ne,ne,0,m,18,1977,putnik,2
326.3299999982,ne,ne,1,z,60,1978,vozac,1
9.7849999999,ne,ne,1,m,29,1986,putnik,2
83.2919999994,da,ne,0,m,29,2000,vozac,2
44.6689999998,ne,da,1,m,16,1988,vozac,0
1044.248999998,ne,da,1,m,52,1992,vozac,0
1924.1879999936,da,da,0,z,42,1995,vozac,2
1493.0269999951,da,da,1,z,31,1993,vozac,1
31.1549999998,da,da,0,z,73,1992,vozac,2
239.584999999,ne,ne,1,z,36,1987,vozac,2
4606.2429999709,ne,da,1,z,67,1991,vozac,2
24.2679999999,da,ne,1,z,20,1995,vozac,2
22.2619999999,ne,da,0,z,89,1988,vozac,2
245.5479999986,da,da,0,z,32,1996,putnik,1
139.4109999985,da,ne,0,m,18,1994,putnik,2
270.3349999972,ne,ne,1,z,20,1988,putnik,1
30.5199999998,ne,da,1,z,21,1991,vozac,1
128.0629999992,da,da,1,z,56,1999,vozac,1
9.8289999999,ne,da,1,m,38,1991,vozac,2
31.4469999999,ne,da,0,z,67,1989,vozac,2
1586.9799999893,da,da,1,z,40,1995,vozac,1
74.9739999995,da,da,0,m,19,2001,vozac,0
70.9099999992,da,da,1,z,25,1990,vozac,1
29.757,ne,da,1,z,60,1991,vozac,2
0,da,ne,1,z,17,1998,vozac,2
90.5409999993,ne,da,1,z,28,1994,vozac,2
82.1269999994,ne,da,1,z,21,1987,putnik,2
35.21,da,ne,1,m,22,1996,vozac,1
101.9129999997,ne,ne,1,z,21,1987,putnik,2
45.6529999999,da,da,0,z,16,1999,vozac,1
507.4709999971,da,ne,0,z,46,1992,vozac,1
714.724999994,da,da,0,m,42,2000,vozac,0
31.6919999998,ne,ne,1,m,32,1987,vozac,2
18.8259999999,da,da,0,z,33,2002,vozac,2
277.4329999983,da,da,1,m,34,1996,putnik,0
82.4139999999,ne,ne,1,z,59,1986,vozac,2
190.2719999999,ne,ne,1,m,40,1985,vozac,2
16.8799999999,da,da,1,m,41,2000,vozac,3
118.8059999999,da,ne,1,m,47,1995,putnik,2
623.2269999981,ne,da,0,m,34,1988,vozac,2
469.6209999993,ne,ne,1,z,19,1989,putnik,0
70.7049999991,da,da,1,m,18,1998,putnik,2
102.0919999992,ne,da,0,z,18,1992,putnik,2
231.0259999987,ne,da,1,z,17,1989,putnik,1
158.084999999,da,da,0,z,70,1997,vozac,2
439.4439999983,ne,ne,1,z,22,1990,vozac,1
12.004,,da,0,m,48,1994,vozac,2
26.8899999999,da,ne,1,m,16,1995,vozac,3
401.2259999998,da,da,1,m,24,1997,vozac,0
924.7259999961,ne,da,1,m,34,1991,vozac,0
154.959999999,da,ne,0,m,58,1997,vozac,0
88.0729999999,da,da,0,m,34,1995,vozac,2
157.868999999,da,da,1,z,26,1996,putnik,0
38.4759999998,da,da,0,m,39,1999,vozac,2
276.2679999992,ne,ne,1,m,31,1976,putnik,2
145.3609999996,da,da,1,m,54,1996,vozac,1
44.6689999998,ne,da,0,z,77,1991,putnik,2
206.5639999993,ne,ne,1,m,28,1991,putnik,1
87.1349999998,da,da,0,z,26,1995,vozac,1
23.1889999998,ne,ne,0,z,66,1992,putnik,2
127.6219999995,da,da,0,z,18,1997,vozac,1
1565.0929999948,ne,da,0,z,21,1990,vozac,0
162.1729999986,ne,ne,0,z,45,1986,vozac,2
586.0189999938,ne,da,1,m,57,1991,vozac,1
59.9839999997,da,da,0,z,20,1997,putnik,2
554.9279999956,da,da,1,z,26,1999,vozac,2
0,da,da,1,m,25,1998,vozac,1
26.4129999999,da,ne,1,z,24,1993,putnik,2
24.818,da,ne,1,z,25,1997,vozac,2
534.3419999927,ne,da,1,m,35,1991,vozac,0
483.4609999992,da,da,1,m,49,1997,vozac,0
6.194,da,da,1,z,27,1998,vozac,2
30.504,ne,ne,0,z,37,1988,vozac,3
17.0669999998,da,ne,1,m,27,1999,putnik,1
31.5059999998,da,ne,1,m,24,2000,vozac,2
4.96,da,da,1,z,39,1998,vozac,1
1232.2079999894,da,da,1,m,34,1995,vozac,0
9.7849999999,ne,da,1,m,49,2000,putnik,1
25.2289999998,da,da,1,z,40,1996,vozac,2
89.9199999999,ne,ne,1,z,70,1990,vozac,3
1890.0119999945,da,da,1,z,33,1998,vozac,0
22.7949999999,ne,da,1,m,18,1993,vozac,0
25.453,da,da,1,z,50,2002,vozac,1
2383.125,da,da,1,m,17,1998,vozac,2
48.0269999998,da,da,1,m,34,1999,vozac,2
77.5029999996,da,da,1,z,36,1997,vozac,2
4.491,da,da,1,z,44,1994,vozac,0
613.9499999955,da,da,0,z,46,1992,vozac,0
399.3369999975,da,da,1,z,17,1996,vozac,1
2210.1429999769,da,da,1,m,18,1997,vozac,1
29.4519999998,ne,da,1,z,55,1989,putnik,2
12.0379999999,da,ne,1,m,16,1997,putnik,2
299.8589999974,da,da,1,m,22,2000,vozac,0
24.7959999999,da,da,0,m,48,1999,vozac,2
367.2849999964,da,da,0,z,51,2000,vozac,2
21.426,ne,ne,0,z,19,1989,vozac,2
57.4199999999,da,da,0,z,34,1995,vozac,2
35.693,ne,ne,1,z,23,1985,vozac,2
81.9849999994,da,da,1,m,23,1997,vozac,2
5.6029999999,ne,ne,1,m,27,1990,vozac,2
46.6409999998,ne,ne,1,m,26,1983,putnik,2
1181.6139999926,ne,da,0,z,22,1991,vozac,2
294.7579999976,ne,da,1,m,24,1991,vozac,2
137.7519999985,ne,da,0,z,78,1995,putnik,0
2418.9559999704,da,da,0,m,32,1992,putnik,2
84.1899999995,ne,da,1,z,26,1983,vozac,1
132.9299999997,da,da,1,m,27,1998,vozac,2
46.7199999997,ne,da,1,m,62,1987,vozac,2
8.2439999999,da,da,0,m,37,2002,vozac,2
589.5339999944,ne,da,1,z,29,1985,vozac,1
329.5869999975,da,da,1,z,46,1992,vozac,0
55.6979999999,ne,ne,1,m,21,1986,vozac,2
253.2319999989,da,ne,1,z,21,1998,vozac,1
87.1349999998,da,da,1,m,46,1996,vozac,0
10.943,ne,ne,0,m,17,1988,vozac,2
38.5949999997,ne,da,1,m,25,1988,putnik,0
20296.8079998493,ne,da,0,m,16,1990,vozac,0
9.026,da,da,0,z,53,1997,vozac,2
361.2679999992,ne,da,0,z,25,1987,vozac,1
89.9199999999,ne,ne,1,m,17,1989,vozac,3
36.9339999999,ne,ne,0,z,73,1980,putnik,3
,ne,ne,1,m,33,1984,vozac,2
15.406,da,da,1,z,35,1999,vozac,1
781.8199999928,da,ne,1,z,18,2001,putnik,2
19.8979999998,ne,da,0,z,81,1991,vozac,3
8.2439999999,da,da,1,m,65,1999,vozac,0
103.3139999993,ne,da,0,z,29,1979,putnik,1
14.5919999999,ne,ne,0,m,24,1987,vozac,2
